PRODUCT_ID,PRODUCT_TYPE,YIELD_RATE,SHIFT,MACHINE_ID,OPERATOR_ID,MATERIAL_BATCH,TEMPERATURE,HUMIDITY,DOWNTIME,DEFECT_COUNT,MAINTENANCE_SCHEDULE,TRACK_OUT_DATE,MANUFACTURE_DATE,MODEL_NAME,YEAR_OF_MANUFACTURE,ENGINE_TYPE,FUEL_TYPE,TRANSMISSION_TYPE,BODY_STYLE,Price(in Dollars),Mileage (km/l or mpg),SEATING_CAPACITY,COLOR_OPTIONS,SAFETY_FEATURES,Warranty Period(in Years),Horsepower (HP),Torque (Nm),Top Speed (km/h or mph),Acceleration (0-100 km/h or 0-60 mph),Dimensions (L x W x H),Weight (kg or lbs),Fuel Tank Capacity (liters)
583,Maserati,0.83,Night,14,19,Batch_97,20.84,43.93,2.55,1,21:37.5,2024-10-09,2024-04-23,Model_48,2020,Hybrid,Hybrid,Manual,Coupe,82351,21.86,4,"Green, Yellow, Orange","Airbags, ABS, EBD",4,249,765,221,3.82,4824 x 1975 x 1587 mm,1947,65
584,Seat,0.90,Night,4,7,Batch_60,29.58,34.63,9.21,1,21:37.5,2024-04-04,2024-10-19,Model_92,2004,Hybrid,Hybrid,Automatic,Hatchback,94167,17.01,2,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,246,855,208,2.69,4386 x 1946 x 1429 mm,1743,73
585,Buick,0.92,Morning,18,11,Batch_56,18.46,59.41,0.03,8,21:37.5,2024-10-10,2024-08-26,Model_5,2009,Electric,Electric,Manual,Sedan,38608,28.33,5,"Green, Yellow, Orange","Traction Control, Lane Assist",3,150,444,348,4.69,4363 x 1922 x 1456 mm,2354,
586,Ram Trucks,0.99,Morning,12,35,Batch_13,16.96,33.86,3.61,1,21:37.5,2024-08-10,2024-03-15,Model_69,2018,Electric,Electric,Manual,Coupe,51389,12.10,5,"Red, Blue, Black","Airbags, ABS, EBD",6,469,596,346,4.03,4091 x 1782 x 1511 mm,1338,
587,Plymouth,0.92,Night,17,15,Batch_3,23.87,61.58,8.53,2,21:37.5,2024-05-31,2023-12-12,Model_9,2007,Hybrid,Diesel,Manual,SUV,61486,23.24,3,"Green, Yellow, Orange","Airbags, ABS, EBD",3,528,264,313,9.56,4432 x 1758 x 1440 mm,1682,71
588,Infiniti,0.94,Afternoon,5,24,Batch_36,29.49,34.62,0.03,9,21:37.5,2024-02-25,2024-03-05,Model_67,2008,Hybrid,Petrol,Manual,SUV,47305,14.66,2,"Green, Yellow, Orange","Airbags, ABS, EBD",7,224,892,309,2.72,4155 x 1941 x 1543 mm,1552,73
589,Volvo,0.80,Night,10,36,Batch_89,28.79,54.15,8.08,2,21:37.5,2024-01-08,2024-03-25,Model_17,2009,V6,Hybrid,Automatic,Coupe,81395,12.04,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,211,652,157,5.50,4718 x 1777 x 1406 mm,1339,44
590,Nissan,0.86,Night,5,50,Batch_20,27.63,68.08,4.54,4,21:37.5,2024-03-04,2024-01-20,Model_50,2008,V6,Diesel,Automatic,SUV,23560,25.70,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,335,317,321,6.09,4096 x 1781 x 1480 mm,1898,73
591,Ferrari,0.86,Afternoon,16,16,Batch_28,16.64,37.80,6.98,10,21:37.5,2024-11-15,2024-10-18,Model_10,2017,V6,Diesel,Automatic,Hatchback,86081,28.63,7,"Red, Blue, Black","Airbags, ABS, EBD",5,659,313,330,2.80,4917 x 1955 x 1576 mm,2228,47
592,Skoda,0.98,Night,5,46,Batch_63,26.69,33.78,6.19,10,21:37.5,2024-02-03,2024-04-22,Model_78,2010,V6,Diesel,Manual,SUV,71300,29.69,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,148,827,336,3.77,4586 x 1768 x 1431 mm,1931,52
593,BMW,0.88,Morning,13,9,Batch_31,29.52,66.88,2.34,2,21:37.5,2024-09-03,2024-04-30,Model_78,2011,V6,Petrol,Manual,Sedan,59934,21.49,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,328,268,204,4.49,4295 x 1862 x 1492 mm,1010,54
594,Genesis,0.96,Night,14,24,Batch_28,16.31,66.34,5.01,4,21:37.5,2024-03-27,2024-09-20,Model_16,2014,Hybrid,Hybrid,Manual,Coupe,35414,26.38,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,498,864,280,5.53,4707 x 1753 x 1469 mm,2342,64
595,Peugeot,0.88,Afternoon,10,16,Batch_15,15.78,57.30,0.87,9,21:37.5,2024-08-03,2023-11-26,Model_80,2017,V8,Diesel,Manual,Hatchback,72485,22.21,6,"Red, Blue, Black","Airbags, ABS, EBD",5,696,511,332,6.10,4541 x 1840 x 1486 mm,2408,70
596,Saturn,0.95,Afternoon,15,37,Batch_81,18.14,41.24,5.90,6,21:37.5,2024-06-09,2024-04-11,Model_26,2004,Hybrid,Diesel,Manual,Hatchback,86853,23.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,210,396,317,4.27,4544 x 1763 x 1450 mm,2090,73
597,Mercury,0.82,Morning,19,9,Batch_95,26.23,45.05,1.77,10,21:37.5,2024-07-21,2024-05-11,Model_48,2005,Electric,Electric,Automatic,Hatchback,40728,18.77,3,"White, Silver, Grey","Traction Control, Lane Assist",4,324,656,241,3.79,4175 x 1914 x 1488 mm,1262,
598,Skoda,0.95,Night,16,28,Batch_53,16.85,53.39,2.21,9,21:37.5,2024-01-12,2024-02-22,Model_78,2010,V6,Diesel,Manual,SUV,71300,29.69,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,148,827,336,3.77,4586 x 1768 x 1431 mm,1931,52
599,Ford,0.87,Night,11,21,Batch_47,15.56,66.36,2.60,6,21:37.5,2024-07-24,2024-04-14,Model_1,2006,Hybrid,Petrol,Manual,Sedan,92888,15.39,3,"White, Silver, Grey","Airbags, ABS, EBD",6,696,298,261,9.00,4421 x 1748 x 1452 mm,2469,45
600,Jeep,0.94,Afternoon,8,46,Batch_36,24.77,56.39,5.72,9,21:37.5,2024-04-29,2024-10-26,Model_95,2015,Electric,Electric,Manual,Coupe,91184,17.77,2,"Red, Blue, Black","Traction Control, Lane Assist",4,486,591,337,7.20,4782 x 1888 x 1588 mm,2060,
601,Vauxhall,0.82,Afternoon,9,16,Batch_54,23.06,59.86,7.24,9,21:37.5,2024-05-10,2024-08-04,Model_76,2006,Electric,Electric,Automatic,Hatchback,89831,21.75,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",6,490,847,320,6.61,4381 x 1956 x 1545 mm,1132,
602,Isuzu,0.88,Morning,5,33,Batch_6,16.05,56.29,9.06,6,21:37.5,2024-02-26,2024-09-03,Model_86,2023,Electric,Electric,Manual,Hatchback,77244,10.25,5,"Green, Yellow, Orange","Airbags, ABS, EBD",3,169,826,327,2.86,4499 x 1763 x 1527 mm,1540,
603,Volvo,0.91,Morning,5,47,Batch_62,27.44,38.74,6.87,9,21:37.5,2024-11-16,2024-03-01,Model_17,2009,V6,Hybrid,Automatic,Coupe,81395,12.04,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,211,652,157,5.50,4718 x 1777 x 1406 mm,1339,44
604,Saab,1.00,Afternoon,15,9,Batch_52,26.91,53.14,5.96,9,21:37.5,2024-10-09,2024-01-25,Model_86,2021,Electric,Electric,Automatic,Hatchback,83945,27.81,7,"Green, Yellow, Orange","Airbags, ABS, EBD",3,199,789,280,6.04,4496 x 1997 x 1411 mm,1056,
605,Alfa Romeo,0.88,Afternoon,1,2,Batch_8,16.13,56.10,7.87,0,21:37.5,2024-11-07,2024-04-16,Model_83,2015,Electric,Electric,Manual,Sedan,22607,16.19,4,"White, Silver, Grey","Traction Control, Lane Assist",5,124,750,220,5.57,4670 x 1867 x 1478 mm,1911,
606,Lincoln,0.98,Afternoon,3,21,Batch_32,29.36,59.53,5.00,7,21:37.5,2023-12-31,2024-02-28,Model_80,2016,V6,Petrol,Automatic,Sedan,61303,15.34,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,689,587,225,5.07,4281 x 1883 x 1405 mm,1512,67
607,McLaren,0.82,Night,18,41,Batch_19,17.94,52.00,2.82,2,21:37.5,2024-06-12,2024-01-21,Model_15,2013,V6,Hybrid,Automatic,Sedan,46999,25.92,3,"Green, Yellow, Orange","Traction Control, Lane Assist",3,274,869,248,8.08,4643 x 1795 x 1457 mm,2339,58
608,Isuzu,0.81,Morning,7,49,Batch_29,29.42,47.22,3.38,0,21:37.5,2024-05-24,2024-09-27,Model_86,2023,Electric,Electric,Manual,Hatchback,77244,10.25,5,"Green, Yellow, Orange","Airbags, ABS, EBD",3,169,826,327,2.86,4499 x 1763 x 1527 mm,1540,
609,Maserati,0.95,Night,8,25,Batch_94,20.65,47.57,3.80,7,21:37.5,2024-07-23,2024-09-20,Model_48,2020,Hybrid,Hybrid,Manual,Coupe,82351,21.86,4,"Green, Yellow, Orange","Airbags, ABS, EBD",4,249,765,221,3.82,4824 x 1975 x 1587 mm,1947,65
610,Audi,0.90,Afternoon,11,49,Batch_10,19.22,63.35,2.60,9,21:37.5,2024-09-28,2024-06-11,Model_11,2005,Electric,Electric,Manual,Sedan,46943,16.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,563,758,319,2.55,4808 x 1939 x 1591 mm,2248,
611,Opel,0.90,Night,10,28,Batch_86,24.32,52.84,0.92,10,21:37.5,2024-09-10,2023-12-06,Model_29,2013,Electric,Electric,Manual,Coupe,29039,18.28,7,"Green, Yellow, Orange","Traction Control, Lane Assist",4,154,222,290,4.21,4220 x 1999 x 1526 mm,1146,
612,Citroen,0.91,Afternoon,16,14,Batch_72,22.98,69.77,4.39,4,21:37.5,2024-01-20,2024-10-23,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
613,Daihatsu,0.90,Afternoon,1,26,Batch_68,15.74,56.94,2.47,4,21:37.5,2024-04-28,2024-02-05,Model_69,2008,Hybrid,Petrol,Manual,Sedan,35908,17.88,4,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,223,712,217,9.71,4971 x 1744 x 1436 mm,2065,72
614,Pontiac,0.86,Night,14,25,Batch_2,19.35,50.61,2.72,10,21:37.5,2023-11-20,2023-11-23,Model_61,2011,V6,Petrol,Automatic,Sedan,53482,16.80,6,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,125,244,301,8.40,4933 x 1858 x 1515 mm,1057,58
615,Hyundai,0.96,Afternoon,1,23,Batch_44,25.63,54.40,2.82,10,21:37.5,2024-09-21,2024-08-22,Model_42,2014,Hybrid,Petrol,Automatic,Sedan,41985,23.14,2,"Red, Blue, Black","Airbags, ABS, EBD",4,645,578,181,6.63,4321 x 1718 x 1506 mm,1336,76
616,Citroen,0.94,Night,1,1,Batch_74,22.47,52.88,8.08,1,21:37.5,2024-06-12,2023-11-19,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
617,Ram Trucks,0.84,Night,6,43,Batch_57,29.51,39.56,4.00,9,21:37.5,2024-11-16,2024-04-11,Model_69,2018,Electric,Electric,Manual,Coupe,51389,12.10,5,"Red, Blue, Black","Airbags, ABS, EBD",6,469,596,346,4.03,4091 x 1782 x 1511 mm,1338,
618,Ferrari,0.93,Afternoon,2,44,Batch_65,17.16,31.19,2.85,2,21:37.5,2024-07-03,2024-11-10,Model_10,2017,V6,Diesel,Automatic,Hatchback,86081,28.63,7,"Red, Blue, Black","Airbags, ABS, EBD",5,659,313,330,2.80,4917 x 1955 x 1576 mm,2228,47
619,Pontiac,0.88,Afternoon,18,21,Batch_6,18.16,63.91,9.83,10,21:37.5,2024-07-07,2024-05-07,Model_61,2011,V6,Petrol,Automatic,Sedan,53482,16.80,6,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,125,244,301,8.40,4933 x 1858 x 1515 mm,1057,58
620,Mini,0.89,Night,17,9,Batch_97,24.31,45.29,3.97,5,21:37.5,2024-06-17,2024-01-14,Model_99,2017,V6,Diesel,Manual,Hatchback,30617,12.86,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",5,172,444,294,7.40,4168 x 1747 x 1567 mm,1349,57
621,Lamborghini,0.91,Night,6,28,Batch_59,15.61,51.54,0.24,1,21:37.5,2023-12-08,2024-07-25,Model_89,2012,V8,Petrol,Automatic,Hatchback,46737,17.32,6,"White, Silver, Grey","Traction Control, Lane Assist",5,569,737,223,6.54,4662 x 1816 x 1497 mm,1258,68
622,Ram Trucks,0.82,Night,6,25,Batch_68,25.32,30.31,5.87,0,21:37.5,2024-05-22,2024-05-18,Model_69,2018,Electric,Electric,Manual,Coupe,51389,12.10,5,"Red, Blue, Black","Airbags, ABS, EBD",6,469,596,346,4.03,4091 x 1782 x 1511 mm,1338,
623,Chrysler,0.89,Afternoon,1,13,Batch_5,28.32,48.26,4.75,5,21:37.5,2023-12-22,2023-12-29,Model_75,2019,Hybrid,Diesel,Automatic,Coupe,25723,28.85,5,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",3,525,762,283,8.31,4523 x 1711 x 1563 mm,1779,68
624,BMW,0.92,Night,1,23,Batch_52,29.75,44.92,2.34,4,21:37.5,2024-03-05,2024-08-14,Model_78,2011,V6,Petrol,Manual,Sedan,59934,21.49,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,328,268,204,4.49,4295 x 1862 x 1492 mm,1010,54
625,Nissan,0.96,Morning,20,9,Batch_14,18.93,61.24,0.23,0,21:37.5,2024-06-20,2023-12-25,Model_50,2008,V6,Diesel,Automatic,SUV,23560,25.70,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,335,317,321,6.09,4096 x 1781 x 1480 mm,1898,73
626,Hyundai,0.86,Morning,7,7,Batch_38,21.82,64.94,6.63,9,21:37.5,2024-09-13,2024-06-08,Model_42,2014,Hybrid,Petrol,Automatic,Sedan,41985,23.14,2,"Red, Blue, Black","Airbags, ABS, EBD",4,645,578,181,6.63,4321 x 1718 x 1506 mm,1336,76
627,BMW,0.96,Morning,20,47,Batch_22,24.55,41.19,5.71,3,21:37.5,2024-02-22,2024-09-25,Model_78,2011,V6,Petrol,Manual,Sedan,59934,21.49,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,328,268,204,4.49,4295 x 1862 x 1492 mm,1010,54
628,Peugeot,0.88,Morning,1,21,Batch_27,26.52,54.11,4.37,10,21:37.5,2024-05-17,2024-05-08,Model_80,2017,V8,Diesel,Manual,Hatchback,72485,22.21,6,"Red, Blue, Black","Airbags, ABS, EBD",5,696,511,332,6.10,4541 x 1840 x 1486 mm,2408,70
629,Smart,0.81,Afternoon,5,29,Batch_93,16.17,45.15,8.21,8,21:37.5,2024-10-24,2024-08-15,Model_73,2013,Electric,Electric,Manual,Sedan,39143,18.04,2,"Green, Yellow, Orange","Airbags, ABS, EBD",4,173,635,255,5.50,4625 x 1836 x 1489 mm,1642,
630,Maserati,0.96,Morning,18,32,Batch_13,27.45,52.73,0.07,4,21:37.5,2024-09-13,2024-03-28,Model_48,2020,Hybrid,Hybrid,Manual,Coupe,82351,21.86,4,"Green, Yellow, Orange","Airbags, ABS, EBD",4,249,765,221,3.82,4824 x 1975 x 1587 mm,1947,65
631,Mitsubishi,0.90,Night,18,7,Batch_28,22.46,64.68,9.23,8,21:37.5,2024-01-21,2024-07-04,Model_72,2023,V6,Diesel,Manual,Coupe,87442,15.18,3,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,381,638,237,8.19,4619 x 1745 x 1436 mm,1926,51
632,Polestar,0.93,Afternoon,1,17,Batch_5,25.11,51.46,4.16,1,21:37.5,2024-08-26,2023-12-20,Model_83,2016,Hybrid,Hybrid,Automatic,Hatchback,94144,19.15,6,"White, Silver, Grey","Traction Control, Lane Assist",5,509,900,347,7.59,4529 x 1726 x 1578 mm,1830,66
633,Porsche,0.95,Night,5,24,Batch_89,19.73,43.76,1.62,6,21:37.5,2023-12-04,2024-01-15,Model_41,2000,V6,Diesel,Automatic,Hatchback,80941,22.97,7,"White, Silver, Grey","Traction Control, Lane Assist",6,629,781,283,7.42,4192 x 1895 x 1499 mm,2143,79
634,Lexus,0.97,Night,5,15,Batch_26,18.84,40.14,8.23,0,21:37.5,2024-11-08,2024-01-11,Model_67,2016,V6,Diesel,Manual,Sedan,83000,14.51,4,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,284,621,292,4.83,4064 x 1754 x 1515 mm,1188,61
635,Ferrari,0.95,Afternoon,3,15,Batch_71,28.33,60.83,0.62,8,21:37.5,2024-07-19,2023-12-13,Model_10,2017,V6,Diesel,Automatic,Hatchback,86081,28.63,7,"Red, Blue, Black","Airbags, ABS, EBD",5,659,313,330,2.80,4917 x 1955 x 1576 mm,2228,47
636,Cadillac,0.96,Night,19,33,Batch_20,20.70,68.36,4.41,4,21:37.5,2024-09-25,2024-01-27,Model_5,2003,Electric,Electric,Manual,Hatchback,65277,16.30,5,"White, Silver, Grey","Traction Control, Lane Assist",4,384,706,308,7.23,4086 x 1859 x 1458 mm,1998,
637,Rolls-Royce,0.93,Afternoon,11,45,Batch_10,22.91,42.19,4.18,6,21:37.5,2023-12-19,2023-12-01,Model_90,2004,Electric,Electric,Manual,Sedan,34456,20.73,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,601,255,207,6.90,4953 x 1769 x 1475 mm,1839,
638,Lamborghini,0.82,Morning,16,34,Batch_15,15.27,49.36,2.10,9,21:37.5,2024-01-19,2023-11-27,Model_89,2012,V8,Petrol,Automatic,Hatchback,46737,17.32,6,"White, Silver, Grey","Traction Control, Lane Assist",5,569,737,223,6.54,4662 x 1816 x 1497 mm,1258,68
639,Subaru,0.96,Morning,18,24,Batch_98,23.90,46.75,5.34,3,21:37.5,2024-10-26,2024-07-08,Model_51,2009,Hybrid,Hybrid,Automatic,Hatchback,24599,29.35,5,"Red, Blue, Black","Airbags, ABS, EBD",5,373,437,302,5.27,4800 x 1899 x 1533 mm,2474,74
640,Mercury,0.87,Morning,4,17,Batch_38,24.69,38.52,8.12,6,21:37.5,2024-01-03,2024-05-30,Model_48,2005,Electric,Electric,Automatic,Hatchback,40728,18.77,3,"White, Silver, Grey","Traction Control, Lane Assist",4,324,656,241,3.79,4175 x 1914 x 1488 mm,1262,
641,Jaguar,0.85,Afternoon,15,10,Batch_70,24.02,39.25,3.39,1,21:37.5,2024-02-13,2024-09-12,Model_28,2004,V6,Diesel,Automatic,SUV,65761,18.85,6,"Red, Blue, Black","Traction Control, Lane Assist",3,564,365,169,8.13,4356 x 1837 x 1404 mm,1400,40
642,Suzuki,0.89,Night,11,38,Batch_49,27.69,58.08,5.95,3,21:37.5,2024-11-18,2024-02-22,Model_22,2007,V6,Diesel,Manual,Coupe,55884,29.85,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",5,579,779,278,9.29,4168 x 1761 x 1556 mm,2087,51
643,Acura,0.89,Afternoon,5,35,Batch_86,19.87,34.80,0.66,6,21:37.5,2024-04-21,2024-09-22,Model_11,2015,Hybrid,Hybrid,Manual,SUV,27921,10.28,2,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,346,721,237,6.48,4160 x 1821 x 1591 mm,1671,65
644,Saab,0.96,Morning,19,7,Batch_61,15.87,57.53,0.08,4,21:37.5,2024-05-27,2024-09-06,Model_86,2021,Electric,Electric,Automatic,Hatchback,83945,27.81,7,"Green, Yellow, Orange","Airbags, ABS, EBD",3,199,789,280,6.04,4496 x 1997 x 1411 mm,1056,
645,Genesis,0.94,Night,12,37,Batch_27,26.07,47.23,9.03,2,21:37.5,2024-02-12,2024-10-01,Model_16,2014,Hybrid,Hybrid,Manual,Coupe,35414,26.38,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,498,864,280,5.53,4707 x 1753 x 1469 mm,2342,64
646,Kia,0.95,Afternoon,6,36,Batch_2,24.78,57.59,6.22,10,21:37.5,2024-06-26,2024-10-05,Model_37,2008,V8,Diesel,Automatic,Coupe,40572,21.92,7,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,473,572,286,6.56,4236 x 1805 x 1513 mm,1066,69
647,Mini,0.80,Night,10,32,Batch_70,18.40,60.53,9.00,8,21:37.5,2024-08-29,2024-04-09,Model_99,2017,V6,Diesel,Manual,Hatchback,30617,12.86,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",5,172,444,294,7.40,4168 x 1747 x 1567 mm,1349,57
648,Jaguar,0.93,Afternoon,12,30,Batch_12,16.00,49.04,2.35,2,21:37.5,2024-02-28,2024-03-17,Model_28,2004,V6,Diesel,Automatic,SUV,65761,18.85,6,"Red, Blue, Black","Traction Control, Lane Assist",3,564,365,169,8.13,4356 x 1837 x 1404 mm,1400,40
649,Chrysler,0.81,Night,4,24,Batch_67,24.76,52.89,2.72,5,21:37.5,2024-06-12,2024-09-19,Model_75,2019,Hybrid,Diesel,Automatic,Coupe,25723,28.85,5,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",3,525,762,283,8.31,4523 x 1711 x 1563 mm,1779,68
650,Mercury,0.95,Afternoon,11,50,Batch_37,18.41,52.18,3.06,7,21:37.5,2024-07-04,2024-06-30,Model_48,2005,Electric,Electric,Automatic,Hatchback,40728,18.77,3,"White, Silver, Grey","Traction Control, Lane Assist",4,324,656,241,3.79,4175 x 1914 x 1488 mm,1262,
651,Tesla,0.86,Afternoon,5,48,Batch_25,18.20,55.21,0.40,2,21:37.5,2024-07-24,2024-11-13,Model_8,2014,Electric,Electric,Manual,Sedan,79487,16.42,3,"White, Silver, Grey","Traction Control, Lane Assist",3,316,498,223,9.70,4939 x 1785 x 1458 mm,2302,
652,Kia,0.82,Afternoon,18,41,Batch_25,26.75,62.27,3.75,7,21:37.5,2024-10-21,2024-02-13,Model_37,2008,V8,Diesel,Automatic,Coupe,40572,21.92,7,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,473,572,286,6.56,4236 x 1805 x 1513 mm,1066,69
653,Cadillac,0.95,Morning,12,46,Batch_34,18.44,66.90,7.06,1,21:37.5,2024-07-07,2023-12-23,Model_5,2003,Electric,Electric,Manual,Hatchback,65277,16.30,5,"White, Silver, Grey","Traction Control, Lane Assist",4,384,706,308,7.23,4086 x 1859 x 1458 mm,1998,
654,Jaguar,0.88,Night,19,29,Batch_28,22.05,59.46,0.23,9,21:37.5,2024-09-17,2023-12-09,Model_28,2004,V6,Diesel,Automatic,SUV,65761,18.85,6,"Red, Blue, Black","Traction Control, Lane Assist",3,564,365,169,8.13,4356 x 1837 x 1404 mm,1400,40
655,Infiniti,0.87,Morning,14,45,Batch_44,23.28,31.94,2.19,5,21:37.5,2024-02-18,2024-09-08,Model_67,2008,Hybrid,Petrol,Manual,SUV,47305,14.66,2,"Green, Yellow, Orange","Airbags, ABS, EBD",7,224,892,309,2.72,4155 x 1941 x 1543 mm,1552,73
656,Nissan,0.95,Afternoon,10,36,Batch_9,28.73,37.10,6.92,4,21:37.5,2023-12-22,2024-08-06,Model_50,2008,V6,Diesel,Automatic,SUV,23560,25.70,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,335,317,321,6.09,4096 x 1781 x 1480 mm,1898,73
657,Jaguar,0.81,Afternoon,20,50,Batch_15,21.57,42.01,2.80,5,21:37.5,2024-03-31,2024-06-11,Model_28,2004,V6,Diesel,Automatic,SUV,65761,18.85,6,"Red, Blue, Black","Traction Control, Lane Assist",3,564,365,169,8.13,4356 x 1837 x 1404 mm,1400,40
658,Ram Trucks,0.88,Night,12,45,Batch_56,15.99,31.63,3.80,6,21:37.5,2024-07-22,2023-12-03,Model_69,2018,Electric,Electric,Manual,Coupe,51389,12.10,5,"Red, Blue, Black","Airbags, ABS, EBD",6,469,596,346,4.03,4091 x 1782 x 1511 mm,1338,
659,Skoda,0.86,Afternoon,16,41,Batch_47,29.06,37.76,6.57,9,21:37.5,2024-10-19,2024-07-13,Model_78,2010,V6,Diesel,Manual,SUV,71300,29.69,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,148,827,336,3.77,4586 x 1768 x 1431 mm,1931,52
660,Toyota,0.88,Night,19,15,Batch_40,25.08,30.14,9.53,6,21:37.5,2024-09-12,2024-01-15,Model_87,2013,V6,Petrol,Manual,SUV,81422,24.97,3,"Red, Blue, Black","Airbags, ABS, EBD",7,509,463,253,5.27,4096 x 1757 x 1415 mm,2383,45
661,Opel,0.95,Afternoon,20,7,Batch_40,18.47,68.28,8.13,5,21:37.5,2024-02-15,2023-12-23,Model_29,2013,Electric,Electric,Manual,Coupe,29039,18.28,7,"Green, Yellow, Orange","Traction Control, Lane Assist",4,154,222,290,4.21,4220 x 1999 x 1526 mm,1146,
662,Citroen,0.82,Night,17,35,Batch_76,24.59,42.99,4.98,6,21:37.5,2024-08-14,2024-04-20,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
663,Mazda,0.88,Night,14,39,Batch_29,17.54,54.67,5.00,0,21:37.5,2024-04-11,2024-06-16,Model_65,2019,V6,Hybrid,Manual,Coupe,46354,17.35,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,669,803,249,4.18,4760 x 1934 x 1530 mm,1529,54
664,Toyota,0.89,Morning,1,33,Batch_11,16.26,57.94,8.99,2,21:37.5,2024-05-14,2024-11-11,Model_87,2013,V6,Petrol,Manual,SUV,81422,24.97,3,"Red, Blue, Black","Airbags, ABS, EBD",7,509,463,253,5.27,4096 x 1757 x 1415 mm,2383,45
665,GMC,0.85,Night,10,36,Batch_82,27.31,50.38,7.47,5,21:37.5,2024-04-18,2024-02-14,Model_47,2019,Electric,Electric,Automatic,Coupe,95678,24.26,2,"Red, Blue, Black","Airbags, ABS, EBD",3,367,634,179,6.15,4235 x 1960 x 1520 mm,2096,
666,Opel,0.97,Afternoon,18,10,Batch_52,22.81,40.47,8.11,5,21:37.5,2024-05-15,2024-04-23,Model_29,2013,Electric,Electric,Manual,Coupe,29039,18.28,7,"Green, Yellow, Orange","Traction Control, Lane Assist",4,154,222,290,4.21,4220 x 1999 x 1526 mm,1146,
667,Vauxhall,0.91,Afternoon,2,40,Batch_29,22.18,43.16,6.16,2,21:37.5,2024-01-07,2023-12-15,Model_76,2006,Electric,Electric,Automatic,Hatchback,89831,21.75,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",6,490,847,320,6.61,4381 x 1956 x 1545 mm,1132,
668,Rivian,0.97,Morning,3,32,Batch_14,28.41,33.48,0.31,2,21:37.5,2024-02-10,2024-08-21,Model_72,2006,V6,Petrol,Manual,Coupe,67266,26.74,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,229,807,227,3.12,4764 x 1758 x 1541 mm,1029,69
669,Isuzu,0.80,Afternoon,19,50,Batch_64,19.37,49.22,5.79,1,21:37.5,2024-01-17,2024-01-21,Model_86,2023,Electric,Electric,Manual,Hatchback,77244,10.25,5,"Green, Yellow, Orange","Airbags, ABS, EBD",3,169,826,327,2.86,4499 x 1763 x 1527 mm,1540,
